"Teryt","Gmina ","ogółem
total","na 1 km²
per 1 km²"
"2604133","  Nowa Słupia",8791,103
"2604134","     miasto   town",1288,92
"2604135","     obszar wiejski   rural area",7503,105
"2604143","  Piekoszów",16850,164
"2604144","     miasto   town",2948,348
"2604145","     obszar wiejski   rural area",13902,147
"2604153","  Pierzchnica",4702,45
"2604154","     miasto   town",1269,183
"2604155","     obszar wiejski   rural area",3433,35
"2605012","  Fałków",3945,30
"2605052","  Ruda Maleniecka",2837,26
"2605062","  Słupia Konecka",2960,28
"2605072","  Smyków",3685,59
"2605023","  Gowarczów",4404,44
"2605024","     miasto   town",1324,110
"2605025","     obszar wiejski   rural area",3080,35
"2605033","  Końskie",32461,130
"2605034","     miasto   town",17384,982
"2605035","     obszar wiejski   rural area",15077,65
"2605043","  Radoszyce",8125,55
"2605044","     miasto   town",2831,165
"2605045","     obszar wiejski   rural area",5294,41
"2605083","  Stąporków",15324,66
"2605084","     miasto   town",5091,465
"2605085","     obszar wiejski   rural area",10233,46
"2606012","  Baćkowice",4528,47
"2606032","  Lipnik",4787,59
"2606062","  Sadowie",3757,46
"2606072","  Tarłów",4584,28
"2606082","  Wojciechowice",3760,43
"2606023","  Iwaniska",6133,58
"2606024","     miasto   town",1215,203
"2606025","     obszar wiejski   rural area",4918,50
"2606043","  Opatów",10755,95
"2606044","     miasto   town",5937,634
"2606045","     obszar wiejski   rural area",4818,46
"2606053","  Ożarów",10090,55
"2606054","     miasto   town",4203,540
"2606055","     obszar wiejski   rural area",5887,34
"2607011","  Ostrowiec Świętokrzyski",62093,1337
"2607022","  Bałtów",3122,30
"2607032","  Bodzechów",12664,104
"2607062","  Waśniów",6315,57
"2607043","  Ćmielów",6721,57
"2607044","     miasto   town",2788,209
"2607045","     obszar wiejski   rural area",3933,38
"2607053","  Kunów",9143,81
"2607054","     miasto   town",2699,372
"2607055","     obszar wiejski   rural area",6444,61
"2608022","  Kije",4283,43
"2608032","  Michałów",4411,39
"2608052","  Złota",4228,52
"2608013","  Działoszyce",4577,43
"2608014","     miasto   town",847,441
"2608015","     obszar wiejski   rural area",3730,36
"2608043","  Pińczów",19240,90
"2608044","     miasto   town",9721,678
"2608045","     obszar wiejski   rural area",9519,48
"2609011","  Sandomierz",21273,741
"2609022","  Dwikozy",8159,96
"2609052","  Łoniów",7140,82
"2609062","  Obrazów",6086,85
"2609072","  Samborzec",8047,94
"2609082","  Wilczyce",3430,49
"2609033","  Klimontów",7465,75
"2609034","     miasto   town",1758,376
"2609035","     obszar wiejski   rural area",5707,60
"2609043","  Koprzywnica",6218,90
"2609044","     miasto   town",2368,132
"2609045","     obszar wiejski   rural area",3850,75
"2609093","  Zawichost",4006,50
"2609094","     miasto   town",1596,79
"2609095","     obszar wiejski   rural area",2410,40
"2610011","  Skarżysko-Kamienna",41224,640
"2610022","  Bliżyn",7445,53
"2610032","  Łączna",4799,78
"2610042","  Skarżysko Kościelne",5500,103
"2610053","  Suchedniów",9135,122
"2610054","     miasto   town",7452,125
"2610055","     obszar wiejski   rural area",1683,108
"2611011","  Starachowice",44416,1396
"2611022","  Brody",10119,63
"2611032","  Mirzec",7913,71
"2611042","  Pawłów",14855,108
"2611053","  Wąchock",6331,77
"2611054","     miasto   town",2466,154
"2611055","     obszar wiejski   rural area",3865,59
"2612022","  Łubnice",3925,47
"2612062","  Rytwiany",6231,50
"2612013","  Bogoria",7409,60
"2612014","     miasto   town",1077,194
"2612015","     obszar wiejski   rural area",6332,54
"2612033","  Oleśnica",3751,70
"2612034","     miasto   town",1710,170
"2612035","     obszar wiejski   rural area",2041,47
"2612043","  Osiek",7348,57
"2612044","     miasto   town",1970,113
"2612045","     obszar wiejski   rural area",5378,48
"2612053","  Połaniec",11018,147
"2612054","     miasto   town",7453,428
"2612055","     obszar wiejski   rural area",3565,62
"2612073","  Staszów",24424,108
"2612074","     miasto   town",13596,506
"2612075","     obszar wiejski   rural area",10828,54
"2612083","  Szydłów",4342,40
"2612084","     miasto   town",967,60
"2612085","     obszar wiejski   rural area",3375,37
"2613012","  Kluczewsko",4904,36
"2613022","  Krasocin",10096,52
"2613032","  Moskorzew",2533,35
"2613042","  Radków",2291,26
"2613052","  Secemin",4530,28
"2613063","  Włoszczowa",18578,73
"2613064","     miasto   town",9520,314
"2613065","     obszar wiejski   rural area",9058,40
"2661011","  Kielce",182295,1663
"2801011","  Bartoszyce",21314,1808
"2801021","  Górowo Iławeckie",3627,1092
"2801032","  Bartoszyce (c)",10224,24
"2801052","  Górowo Iławeckie",6151,15
"2801043","  Bisztynek",5660,28
"2801044","     miasto   town",2156,998
"2801045","     obszar wiejski   rural area",3504,17
"2801063","  Sępopol",5698,23
"2801064","     miasto   town",1890,408
"2801065","     obszar wiejski   rural area",3808,16
"2802011","  Braniewo",16015,1290
"2802022","  Braniewo (c)",5391,18
"2802042","  Lelkowo",2371,12
"2802062","  Płoskinia",2349,14
"2802072","  Wilczęta",2554,17
"2802033","  Frombork",3071,24
"2802034","     miasto   town (b)",2029,267
"2802035","     obszar wiejski   rural area",1042,9
"2802053","  Pieniężno",5530,23
"2802054","     miasto   town",2420,634
"2802055","     obszar wiejski   rural area",3110,13
"2803011","  Działdowo",20125,1755
"2803022","  Działdowo",9608,35
"2803032","  Iłowo-Osada",6703,65
"2803052","  Płośnica",5081,31
"2803062","  Rybno",6730,45
"2803043","  Lidzbark",13169,52
"2803044","     miasto   town",7182,1264
"2803045","     obszar wiejski   rural area",5987,24
"2804012","  Elbląg",7638,40
"2804022","  Godkowo",2723,16
"2804032","  Gronowo Elbląskie",4764,53
"2804042","  Markusy",3864,35
"2804052","  Milejewo",3253,34
"2804082","  Rychliki",3486,26
"2804063","  Młynary",4176,27
"2804064","     miasto   town",1681,609
"2804065","     obszar wiejski   rural area",2495,16
"2804073","  Pasłęk",18265,69
"2804074","     miasto   town",11728,1028
"2804075","     obszar wiejski   rural area",6537,26
"2804093","  Tolkmicko",5973,29
"2804094","     miasto   town",2395,1060
"2804095","     obszar wiejski   rural area",3578,18
"2805011","  Ełk",59759,2839
"2805022","  Ełk",12465,33
"2805032","  Kalinowo",6134,22
"2805042","  Prostki",6683,29
"2805052","  Stare Juchy",3302,17
"2806011","  Giżycko",27310,1991
"2806042","  Giżycko",8887,30
"2806052","  Kruklanki",2930,15
"2806062","  Miłki",3430,20
"2806102","  Wydminy",5814,25
"2806083","  Ryn",5365,26
"2806084","     miasto   town",2678,648
"2806085","     obszar wiejski   rural area",2687,13
"2818012","  Banie Mazurskie",3184,16
"2818022","  Dubeninki",2635,13
"2818033","  Gołdap",19041,53
"2818034","     miasto   town (c)",13184,767
"2818035","     obszar wiejski   rural area",5857,17
"2807011","  Iława",32188,1471
"2807021","  Lubawa",10633,631
"2807032","  Iława",13214,31
"2807052","  Lubawa",10391,44
"2807043","  Kisielice",5533,32
"2807044","     miasto   town",2005,595
"2807045","     obszar wiejski   rural area",3528,21
"2807063","  Susz",11783,45
"2807064","     miasto   town",5245,786
"2807065","     obszar wiejski   rural area",6538,26
"2807073","  Zalewo",6128,24
"2807074","     miasto   town",2026,246
"2807075","     obszar wiejski   rural area",4102,17
"2808011","  Kętrzyn",25113,2426
"2808022","  Barciany (c)",5601,19
"2808032","  Kętrzyn",7619,27
"2808062","  Srokowo",3375,17
"2808043","  Korsze",8700,35
"2808044","     miasto   town",3934,976
"2808045","     obszar wiejski   rural area",4766,19
"2808053","  Reszel",6637,37
"2808054","     miasto   town",4045,1059
"2808055","     obszar wiejski   rural area",2592,15
"2809011","  Lidzbark Warmiński",14459,1008
"2809022","  Kiwity",3059,21
"2809032","  Lidzbark Warmiński",6403,17
"2809042","  Lubomino",3293,22
"2809053","  Orneta",10912,45
"2809054","     miasto   town",8007,831
"2809055","     obszar wiejski   rural area",2905,12
"2810011","  Mrągowo",20533,1387
"2810032","  Mrągowo",8054,27
"2810042","  Piecki",7157,23
"2810052","  Sorkwity",4381,24
"2810023","  Mikołajki",7347,29
"2810024","     miasto   town",3361,361
"2810025","     obszar wiejski   rural area",3986,16
"2811012","  Janowiec Kościelny",2916,21
"2811022","  Janowo",2510,13
"2811032","  Kozłowo",5298,21
"2811043","  Nidzica",19736,52
"2811044","     miasto   town",12629,1841
"2811045","     obszar wiejski   rural area",7107,19
"2812011","  Nowe Miasto Lubawskie",10089,888
"2812022","  Biskupiec",8587,36
"2812032","  Grodziczno",5870,38
"2812042","  Kurzętnik",8995,60
"2812052","  Nowe Miasto Lubawskie",8423,61
"2813032","  Kowale Oleckie",4554,18
"2813052","  Świętajno",3322,15
"2813062","  Wieliczki",3164,22
"2813043","  Olecko",20956,79
"2813044","     miasto   town",15721,1362
"2813045","     obszar wiejski   rural area",5235,21
"2814042","  Dywity",13708,85
"2814052","  Gietrzwałd",6946,40
"2814072","  Jonkowo",7811,46
"2814082","  Kolno",2758,15
"2814102","  Purda",8975,28
"2814112","  Stawiguda",14975,67
"2814122","  Świątki",3711,23
"2814013","  Barczewo",18236,57
"2814014","     miasto   town",7377,1611
"2814015","     obszar wiejski   rural area",10859,34
"2814023","  Biskupiec",17735,61
"2814024","     miasto   town",9924,1985
"2814025","     obszar wiejski   rural area",7811,27
"2814033","  Dobre Miasto",14993,58
"2814034","     miasto   town",9255,1904
"2814035","     obszar wiejski   rural area",5738,23
"2814063","  Jeziorany",6952,33
"2814064","     miasto   town",2943,863
"2814065","     obszar wiejski   rural area",4009,19
"2814093","  Olsztynek",13114,35
"2814094","     miasto   town",7165,932
"2814095","     obszar wiejski   rural area",5949,16
"2815011","  Ostróda",31336,2215
"2815022","  Dąbrówno",3871,23
"2815032","  Grunwald",5073,28
"2815042","  Łukta",4372,23
"2815052","  Małdyty",5765,30
"2815092","  Ostróda",15961,40
"2815063","  Miłakowo",4933,31
"2815064","     miasto   town",2399,274
"2815065","     obszar wiejski   rural area",2534,17
"2815073","  Miłomłyn",4748,30
"2815074","     miasto   town",2410,195
"2815075","     obszar wiejski   rural area",2338,16
"2815083","  Morąg",23010,74
"2815084","     miasto   town",12757,2088
"2815085","     obszar wiejski   rural area",10253,34
"2816013","  Biała Piska",10354,25
"2816014","     miasto   town",3673,1134
"2816015","     obszar wiejski   rural area",6681,16
"2816023","  Orzysz",8367,23
"2816024","     miasto   town",5279,646
"2816025","     obszar wiejski   rural area",3088,9
"2816033","  Pisz",25941,41
"2816034","     miasto   town",17672,1753
"2816035","     obszar wiejski   rural area",8269,13
"2816043","  Ruciane-Nida",7307,20
"2816044","     miasto   town",4073,238
"2816045","     obszar wiejski   rural area",3234,9
"2817011","  Szczytno",21878,2194
"2817022","  Dźwierzuty",5829,22
"2817032","  Jedwabno",3451,11
"2817052","  Rozogi",5190,23
"2817062","  Szczytno (a)",13567,39
"2817072","  Świętajno",5334,19
"2817043","  Pasym",5048,34
"2817044","     miasto   town",2390,157
"2817045","     obszar wiejski   rural area",2658,20
"2817083","  Wielbark",6238,18
"2817084","     miasto   town",2979,163
"2817085","     obszar wiejski   rural area",3259,10
"2819012","  Budry",2542,15
"2819022","  Pozezdrze",2962,17
"2819033","  Węgorzewo",15300,45
"2819034","     miasto   town",10563,971
"2819035","     obszar wiejski   rural area",4737,14
"2861011","  Elbląg (b)",112923,1415
"2862011","  Olsztyn",167311,1894
"3001011","  Chodzież",17321,1356
"3001032","  Chodzież",6146,29
"3001023","  Budzyń",8290,40
"3001024","     miasto   town",4668,115
"3001025","     obszar wiejski   rural area",3622,21
"3001043","  Margonin",6302,51
"3001044","     miasto   town",2967,576
"3001045","     obszar wiejski   rural area",3335,28
"3001053","  Szamocin",7147,56
"3001054","     miasto   town",3900,835
"3001055","     obszar wiejski   rural area",3247,27
"3002011","  Czarnków",9916,973
"3002022","  Czarnków",11188,32
"3002032","  Drawsko",5566,34
"3002052","  Lubasz",7520,45
"3002062","  Połajewo",5958,42
"3002043","  Krzyż Wielkopolski",8237,47
"3002044","     miasto   town",5882,1009
"3002045","     obszar wiejski   rural area",2355,14
"3002073","  Trzcianka",23382,63
"3002074","     miasto   town",16422,897
"3002075","     obszar wiejski   rural area",6960,20
"3002083","  Wieleń",11675,27
"3002084","     miasto   town",5677,1231
"3002085","     obszar wiejski   rural area",5998,14
"3003011","  Gniezno",63549,1565
"3003032","  Gniezno",14579,82
"3003042","  Kiszkowo",5138,45
"3003062","  Łubowo",7300,64
"3003072","  Mieleszyn",3672,37
"3003082","  Niechanowo",5959,56
"3003023","  Czerniejewo",7261,65
"3003024","     miasto   town",2555,251
"3003025","     obszar wiejski   rural area",4706,46
"3003053","  Kłecko",7112,54
"3003054","     miasto   town",2520,262
"3003055","     obszar wiejski   rural area",4592,38
"3003093","  Trzemeszno",13703,78
"3003094","     miasto   town",7272,1332
"3003095","     obszar wiejski   rural area",6431,38
"3003103","  Witkowo",13030,71
"3003104","     miasto   town",7427,895
"3003105","     obszar wiejski   rural area",5603,32
"3004042","  Pępowo",5729,66
"3004052","  Piaski",8239,82
"3004013","  Borek Wielkopolski",7032,55
"3004014","     miasto   town",2436,387
"3004015","     obszar wiejski   rural area",4596,38
"3004023","  Gostyń",27763,202
"3004024","     miasto   town",19814,1785
"3004025","     obszar wiejski   rural area",7949,63
"3004033","  Krobia",12609,97
"3004034","     miasto   town",4513,640
"3004035","     obszar wiejski   rural area",8096,66
"3004063","  Pogorzela",4668,48
"3004064","     miasto   town",2032,466
"3004065","     obszar wiejski   rural area",2636,29
"3004073","  Poniec",7476,57
"3004074","     miasto   town",2918,741
"3004075","     obszar wiejski   rural area",4558,36
"3005012","  Granowo",5051,74
"3005032","  Kamieniec",6210,47
"3005023","  Grodzisk Wielkopolski",20372,151
"3005024","     miasto   town",15124,831
"3005025","     obszar wiejski   rural area",5248,45
"3005043","  Rakoniewice",13254,66
"3005044","     miasto   town",3590,1065
"3005045","     obszar wiejski   rural area",9664,49
"3005053","  Wielichowo",6673,62
"3005054","     miasto   town",1665,1343
"3005055","     obszar wiejski   rural area",5008,47
"3006032","  Kotlin",6937,83
"3006013","  Jaraczewo",7599,57
"3006014","     miasto   town",1368,136
"3006015","     obszar wiejski   rural area",6231,51
"3006023","  Jarocin",45466,227
"3006024","     miasto   town",26286,1186
"3006025","     obszar wiejski   rural area",19180,108
"3006043","  Żerków",9747,57
"3006044","     miasto   town",2080,963
"3006045","     obszar wiejski   rural area",7667,45
"3007012","  Blizanów",10089,64
"3007022","  Brzeziny",5726,45
"3007032","  Ceków-Kolonia",4734,54
"3007042","  Godziesze Wielkie",10174,97
"3007062","  Lisków",5136,68
"3007072","  Mycielin",4632,42
"3007102","  Szczytniki",7550,68
"3007112","  Żelazków",9614,85
"3007053","  Koźminek",7315,83
"3007054","     miasto   town",1823,302
"3007055","     obszar wiejski   rural area",5492,67
"3007083","  Opatówek",10624,102
"3007084","     miasto   town",3493,402
"3007085","     obszar wiejski   rural area",7131,75
"3007093","  Stawiszyn",6621,85
"3007094","     miasto   town",1356,1370
"3007095","     obszar wiejski   rural area",5265,68
"3008012","  Baranów",8261,111
"3008022","  Bralin",6099,71
"3008042","  Łęka Opatowska",5159,66
"3008052","  Perzów",3763,50
"3008072","  Trzcinica",4927,66
"3008033","  Kępno",24119,195
"3008034","     miasto   town",13530,1737
"3008035","     obszar wiejski   rural area",10589,91
"3008063","  Rychtal",3596,37
"3008064","     miasto   town",1332,336
"3008065","     obszar wiejski   rural area",2264,24
"3009011","  Koło",19417,1401
"3009022","  Babiak",7351,55
"3009032","  Chodów",2799,36
"3009052","  Grzegorzew",5350,73
"3009072","  Koło",7990,78
"3009082","  Kościelec",6773,65
"3009092","  Olszówka",4127,51
"3009102","  Osiek Mały",6289,72
"3009043","  Dąbie",5730,44
"3009044","     miasto   town",1703,194
"3009045","     obszar wiejski   rural area",4027,33
"3009063","  Kłodawa",11820,92
"3009064","     miasto   town",5870,1362
"3009065","     obszar wiejski   rural area",5950,48
"3009113","  Przedecz",3916,51
"3009114","     miasto   town",1534,515
"3009115","     obszar wiejski   rural area",2382,32
"3010022","  Grodziec",4949,42
"3010032","  Kazimierz Biskupi",11535,107
"3010052","  Kramsk",11639,88
"3010062","  Krzymów",8312,90
"3010082","  Rzgów",7127,68
"3010092","  Skulsk",5716,67
"3010112","  Stare Miasto",12943,132
"3010132","  Wierzbinek",6915,47
"3010142","  Wilczyn",5788,70
"3010013","  Golina",12332,125
"3010014","     miasto   town",4284,1217
"3010015","     obszar wiejski   rural area",8048,84
"3010043","  Kleczew",9608,87
"3010044","     miasto   town",3893,500
"3010045","     obszar wiejski   rural area",5715,56
"3010073","  Rychwał",7982,68
"3010074","     miasto   town",2383,246
"3010075","     obszar wiejski   rural area",5599,52
"3010103","  Sompolno",10054,73
"3010104","     miasto   town",3336,537
"3010105","     obszar wiejski   rural area",6718,51
"3010123","  Ślesin",13937,96
"3010124","     miasto   town",3098,431
"3010125","     obszar wiejski   rural area",10839,78
"3011011","  Kościan",23398,2597
"3011032","  Kościan",15896,79
"3011023","  Czempiń",11435,80
"3011024","     miasto   town",5096,1419
"3011025","     obszar wiejski   rural area",6339,46
"3011043","  Krzywiń",9480,53
"3011044","     miasto   town",1662,732
"3011045","     obszar wiejski   rural area",7818,44
"3011053","  Śmigiel",17030,90
"3011054","     miasto   town",5616,1060
"3011055","     obszar wiejski   rural area",11414,62
"3012011","  Sulmierzyce",2722,93
"3012052","  Rozdrażew",4934,62
"3012023","  Kobylin",7683,69
"3012024","     miasto   town",3203,658
"3012025","     obszar wiejski   rural area",4480,42
"3012033","  Koźmin Wielkopolski",12567,82
"3012034","     miasto   town",6117,1039
"3012035","     obszar wiejski   rural area",6450,44
"3012043","  Krotoszyn",39389,154
"3012044","     miasto   town",28126,1248
"3012045","     obszar wiejski   rural area",11263,48
"3012063","  Zduny",7626,90
"3012064","     miasto   town",4314,696
"3012065","     obszar wiejski   rural area",3312,42
"3013012","  Krzemieniewo",7774,69
"3013022","  Lipno",9918,96
"3013052","  Święciechowa",8741,65
"3013062","  Wijewo",3728,60
"3013072","  Włoszakowice",9936,78
"3013033","  Osieczna",9335,73
"3013034","     miasto   town",2443,513
"3013035","     obszar wiejski   rural area",6892,56
"3013043","  Rydzyna",10585,78
"3013044","     miasto   town",2869,1304
"3013045","     obszar wiejski   rural area",7716,58
"3014012","  Chrzypsko Wielkie",3194,38
"3014022","  Kwilcz",6080,43
"3014033","  Międzychód",17828,58
"3014034","     miasto   town",9956,1426
"3014035","     obszar wiejski   rural area",7872,26
"3014043","  Sieraków",8491,42
"3014044","     miasto   town",5820,413
"3014045","     obszar wiejski   rural area",2671,14
"3015012","  Kuślin",5150,48
"3015032","  Miedzichowo",3893,19
"3015023","  Lwówek",8722,48
"3015024","     miasto   town",2923,925
"3015025","     obszar wiejski   rural area",5799,32
"3015043","  Nowy Tomyśl",27759,149
"3015044","     miasto   town",13591,2614
"3015045","     obszar wiejski   rural area",14168,78
"3015053","  Opalenica",15987,109
"3015054","     miasto   town",9303,1449
"3015055","     obszar wiejski   rural area",6684,48
"3015063","  Zbąszyń",13667,76
"3015064","     miasto   town",7016,1297
"3015065","     obszar wiejski   rural area",6651,38
"3016032","  Ryczywół",6802,44
"3016013","  Oborniki",34098,100
"3016014","     miasto   town",17238,1224
"3016015","     obszar wiejski   rural area",16860,52
"3016023","  Rogoźno",17912,83
"3016024","     miasto   town",10771,958
"3016025","     obszar wiejski   rural area",7141,35
"3017011","  Ostrów Wielkopolski",69260,1653
"3017042","  Ostrów Wielkopolski",19389,93
"3017052","  Przygodzice",12416,76
"3017072","  Sieroszewice",9298,57
"3017082","  Sośnie",6247,33
"3017023","  Nowe Skalmierzyce",15985,127
"3017024","     miasto   town",4578,2897
"3017025","     obszar wiejski   rural area",11407,92
"3017033","  Odolanów",14458,106
"3017034","     miasto   town",4941,1038
"3017035","     obszar wiejski   rural area",9517,72
"3017063","  Raszków",11433,85
"3017064","     miasto   town",2099,1024
"3017065","     obszar wiejski   rural area",9334,70
"3018012","  Czajków",2455,35
"3018022","  Doruchów",5050,51
"3018042","  Kobyla Góra",6239,48
"3018052","  Kraszewice",3523,47
"3018033","  Grabów nad Prosną",7708,62
"3018034","     miasto   town",1908,740
"3018035","     obszar wiejski   rural area",5800,48
"3018063","  Mikstat",5824,67
"3018064","     miasto   town",1702,675
"3018065","     obszar wiejski   rural area",4122,49
"3018073","  Ostrzeszów",23767,127
"3018074","     miasto   town",13593,1121
"3018075","     obszar wiejski   rural area",10174,58
"3019011","  Piła",70054,682
"3019022","  Białośliwie",4504,60
"3019062","  Szydłowo",9748,36
"3019033","  Kaczory",7466,50
"3019034","     miasto   town",2777,168
"3019035","     obszar wiejski   rural area",4689,35
"3019043","  Łobżenica",9008,47
"3019044","     miasto   town",2764,850
"3019045","     obszar wiejski   rural area",6244,33
"3019053","  Miasteczko Krajeńskie",3034,43
"3019054","     miasto   town",1069,545
"3019055","     obszar wiejski   rural area",1965,28
"3019073","  Ujście",7593,60
"3019074","     miasto   town",3355,580
"3019075","     obszar wiejski   rural area",4238,35
"3019083","  Wyrzysk",13048,82
"3019084","     miasto   town",5077,1232
"3019085","     obszar wiejski   rural area",7971,51
"3019093","  Wysoka",6070,49
"3019094","     miasto   town",2511,521
"3019095","     obszar wiejski   rural area",3559,30
"3020022","  Czermin",4799,49
"3020042","  Gizałki",4417,41
"3020052","  Gołuchów",11020,81
"3020013","  Chocz",4395,60
"3020014","     miasto   town",1625,236
"3020015","     obszar wiejski   rural area",2770,41
"3020033","  Dobrzyca",7629,65
"3020034","     miasto   town",2922,148
"3020035","     obszar wiejski   rural area",4707,49
"3020063","  Pleszew",28991,161
"3020064","     miasto   town",16610,1241
"3020065","     obszar wiejski   rural area",12381,74
"3021011","  Luboń",32835,2430
"3021021","  Puszczykowo",9292,567
"3021042","  Czerwonak",28065,340
"3021052","  Dopiewo",35781,331
"3021062","  Kleszczewo",11641,156
"3021072","  Komorniki",36715,553
"3021132","  Rokietnica",24144,304
"3021152","  Suchy Las",20659,178
"3021172","  Tarnowo Podgórne",33585,330
"3021033","  Buk",12888,142
"3021034","     miasto   town",5502,1859
"3021035","     obszar wiejski   rural area",7386,84
"3021083","  Kostrzyn",20311,131
"3021084","     miasto   town",9855,1235
"3021085","     obszar wiejski   rural area",10456,71
"3021093","  Kórnik",36665,197
"3021094","     miasto   town",8141,1361
"3021095","     obszar wiejski   rural area",28524,158
"3021103","  Mosina",35478,207
"3021104","     miasto   town",14501,1074
"3021105","     obszar wiejski   rural area",20977,133
"3021113","  Murowana Goślina",17054,99
"3021114","     miasto   town",10287,1196
"3021115","     obszar wiejski   rural area",6767,41
"3021123","  Pobiedziska",21362,113
"3021124","     miasto   town",9891,966
"3021125","     obszar wiejski   rural area",11471,64
"3021143","  Stęszew",15538,89
"3021144","     miasto   town",5874,1032
"3021145","     obszar wiejski   rural area",9664,57
"3021163","  Swarzędz",56650,557
"3021164","     miasto   town",28254,3433
"3021165","     obszar wiejski   rural area",28396,304
"3022042","  Pakosław",4788,62
"3022013","  Bojanowo",8189,66
"3022014","     miasto   town",2790,1192
"3022015","     obszar wiejski   rural area",5399,45
"3022023","  Jutrosin",6879,60
"3022024","     miasto   town",1850,1142
"3022025","     obszar wiejski   rural area",5029,44
"3022033","  Miejska Górka",8817,85
"3022034","     miasto   town",3054,973
"3022035","     obszar wiejski   rural area",5763,57
"3022053","  Rawicz",29928,223
"3022054","     miasto   town",19655,2218
"3022055","     obszar wiejski   rural area",10273,82
"3023011","  Słupca",12952,1255
"3023022","  Lądek",5447,55
"3023032","  Orchowo",3569,36
"3023042","  Ostrowite",4757,46
"3023052","  Powidz",2230,28
"3023062","  Słupca",9885,68
"3023072","  Strzałkowo",9934,70
"3023083","  Zagórów",8490,53
"3023084","     miasto   town",2729,793
"3023085","     obszar wiejski   rural area",5761,37
"3024011","  Obrzycko",2391,639
"3024022","  Duszniki",9616,62
"3024032","  Kaźmierz",9434,74
"3024042","  Obrzycko",4425,40
"3024053","  Ostroróg",4723,56
"3024054","     miasto   town",1836,1457
"3024055","     obszar wiejski   rural area",2887,35
"3024063","  Pniewy",12375,78
"3024064","     miasto   town",8080,867
"3024065","     obszar wiejski   rural area",4295,29
"3024073","  Szamotuły",29986,171
"3024074","     miasto   town",18219,1644
"3024075","     obszar wiejski   rural area",11767,72
"3024083","  Wronki",18709,62
"3024084","     miasto   town",10505,1808
"3024085","     obszar wiejski   rural area",8204,28
"3025012","  Dominowo",3443,43
"3025022","  Krzykosy",7340,66
"3025032","  Nowe Miasto nad Wartą",8586,72
"3025052","  Zaniemyśl",6905,65
"3025043","  Środa Wielkopolska",33680,163
"3025044","     miasto   town",24324,1106
"3025045","     obszar wiejski   rural area",9356,51
"3026012","  Brodnica",4743,50
"3026023","  Dolsk",5781,46
"3026024","     miasto   town",1550,250
"3026025","     obszar wiejski   rural area",4231,36
"3026033","  Książ Wielkopolski",8044,54
"3026034","     miasto   town",2745,478
"3026035","     obszar wiejski   rural area",5299,37
"3026043","  Śrem",42476,206
"3026044","     miasto   town",27817,2249
"3026045","     obszar wiejski   rural area",14659,76
"3027011","  Turek",24463,1513
"3027022","  Brudzew",5909,52
"3027042","  Kawęczyn",4915,49
"3027052","  Malanów",6440,60
"3027062","  Przykona",4630,42
"3027082","  Turek",10746,98
"3027092","  Władysławów",7898,87
"3027033","  Dobra",5833,44
"3027034","     miasto   town",1328,722
"3027035","     obszar wiejski   rural area",4505,35
"3027073","  Tuliszków",10156,68
"3027074","     miasto   town",3038,434
"3027075","     obszar wiejski   rural area",7118,50
"3028011","  Wągrowiec",25398,1425
"3028022","  Damasławek",4985,48
"3028062","  Wapno",2676,61
"3028072","  Wągrowiec",12316,35
"3028033","  Gołańcz",7771,41
"3028034","     miasto   town",3180,252
"3028035","     obszar wiejski   rural area",4591,26
"3028043","  Mieścisko",5681,42
"3028044","     miasto   town",2402,212
"3028045","     obszar wiejski   rural area",3279,26
"3028053","  Skoki",10180,51
"3028054","     miasto   town",4773,426
"3028055","     obszar wiejski   rural area",5407,29
"3029012","  Przemęt",13998,62
"3029022","  Siedlec",12460,61
"3029033","  Wolsztyn",30214,121
"3029034","     miasto   town",11935,2497
"3029035","     obszar wiejski   rural area",18279,75
"3030012","  Kołaczkowo",5587,48
"3030023","  Miłosław",9837,74
"3030024","     miasto   town",3391,760
"3030025","     obszar wiejski   rural area",6446,50
"3030033","  Nekla",7916,83
"3030034","     miasto   town",3826,193
"3030035","     obszar wiejski   rural area",4090,54
"3030043","  Pyzdry",6491,47
"3030044","     miasto   town",2958,243
"3030045","     obszar wiejski   rural area",3533,28
"3030053","  Września",48392,218
"3030054","     miasto   town",31759,2495
"3030055","     obszar wiejski   rural area",16633,80
"3031011","  Złotów",18138,1566
"3031042","  Lipka",5299,28
"3031062","  Tarnówka",2969,22
"3031072","  Zakrzewo",4833,30
"3031082","  Złotów",9979,34
"3031023","  Jastrowie",10806,31
"3031024","     miasto   town",8258,114
"3031025","     obszar wiejski   rural area",2548,9
"3031033","  Krajenka",7366,38
"3031034","     miasto   town",3498,930
"3031035","     obszar wiejski   rural area",3868,21
"3031053","  Okonek",7911,24
"3031054","     miasto   town",3616,602
"3031055","     obszar wiejski   rural area",4295,13
"3061011","  Kalisz",93137,1342
"3062011","  Konin",67066,815
"3063011","  Leszno",60051,1885
"3064011","  Poznań (a)",538439,2056
"3201011","  Białogard",22418,871
"3201022","  Białogard",7253,22
"3201033","  Karlino",8492,60
"3201034","     miasto   town",5477,583
"3201035","     obszar wiejski   rural area",3015,23
"3201043","  Tychowo",6210,18
"3201044","     miasto   town",2332,593
"3201045","     obszar wiejski   rural area",3878,11
"3202012","  Bierzwnik",4322,18
"3202042","  Krzęcin",3244,23
"3202023","  Choszczno",20111,82
"3202024","     miasto   town",13895,1450
"3202025","     obszar wiejski   rural area",6216,26
